job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
81,Marketing Manager,Gurgaon,Product,,Wipro,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Temporary,Mid-Senior level,PhD,Healthcare,Marketing,0
82,HR Specialist,Kolkata,Operations,55733-71840,Infosys,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Temporary,Internship,MCA,Manufacturing,Human Resources,0
83,Marketing Manager,Gurgaon,Engineering,111993-124360,IBM India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",0,1,0,Temporary,Director,MBA,BFSI,Finance,0
84,Secret Shopper – $500/day,Anywhere,Sales,50576-199809,,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,Willing to work independently. No qualifications needed.,Fast cash,1,0,0,Part-time,Not Applicable,,Other,,1
85,Make Money Fast – Part Time,Online,,188523-463513,Anonymous,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,,Weekly payout,1,0,0,Temporary,Not Applicable,High School or equivalent,Other,,1
86,Operations Manager,Mumbai,Engineering,58873-73699,Accenture,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",0,1,1,Temporary,Internship,PhD,Manufacturing,IT,0
87,Easy Money – No Experience Needed,Online,,135643-296826,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Must have PayPal or bank account to receive payments.,,1,0,0,Other,Not Applicable,High School or equivalent,Online,,1
88,Software Engineer,Noida,Finance,99769-123935,IBM India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",0,0,1,Part-time,Internship,BCA,Finance,Operations,0
89,Marketing Manager,Noida,IT,98969-125271,IBM India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,1,Full-time,Internship,B.Tech,Manufacturing,Product,0
90,Make Money Fast – Part Time,Anywhere,,106097-318514,Anonymous,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,Willing to work independently. No qualifications needed.,,1,0,0,Other,Not Applicable,High School or equivalent,,Other,1
91,Bitcoin Trading Expert Needed,Remote,,214927-319633,Anonymous,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,,,1,0,0,Temporary,Not Applicable,,Online,Other,1
92,Be Your Own Boss – Immediate Hire,Online,Sales,92867-337313,Anonymous,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,,,1,0,0,Part-time,Not Applicable,,Online,,1
93,Product Manager,Ahmedabad,Sales,35164-81086,HCL Technologies,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Part-time,Not Applicable,Master's Degree,Retail,Finance,0
94,Software Engineer,Gurgaon,Human Resources,,Amazon India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",0,1,1,Full-time,Mid-Senior level,B.Tech,Manufacturing,Design,0
95,Online Data Entry – $80/hr,Online,Other,79623-221169,,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,Willing to work independently. No qualifications needed.,Unlimited earning potential,1,0,0,Part-time,Not Applicable,,Other,,1
96,Make Money Fast – Part Time,Work From Home,Sales,90418-207193,Anonymous,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,No experience required. Just have a smartphone and internet.,Fast cash,1,0,0,Part-time,Not Applicable,Unspecified,,,1
97,UI/UX Designer,Gurgaon,Sales,111957-129186,TCS,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",1,0,1,Contract,Director,Master's Degree,Retail,Engineering,0
98,Data Analyst,Ahmedabad,Design,44570-63536,Accenture,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,1,Full-time,Entry level,BCA,Healthcare,Marketing,0
