job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,description_length,requirements_length,has_company,missing_fields,max_salary,salary_anomaly,has_salary,scam_keyword_count,employment_risk,is_wfh,trust_score,risk_level,Label
67,Marketing Manager,Chennai,Design,62935-104364,IBM India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Full-time,Internship,Bachelor's Degree,BFSI,Product,0,275,130,1,0,104364,0,1,0,0,0,100,Low Risk,Real
68,Envelope Stuffing Job – High Pay,Anywhere,Other,360712-583080,Anonymous,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,Must have PayPal or bank account to receive payments.,Unlimited earning potential,1,0,0,Temporary,Not Applicable,High School or equivalent,,,1,153,53,1,1,583080,1,1,4,1,1,28,High Risk,Fake
69,Product Manager,Bengaluru,Finance,,IBM India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,0,1,0,Full-time,Director,B.Tech,Education,Design,0,194,134,1,2,0,0,0,0,0,0,90,Low Risk,Real
70,Product Manager,Pune,IT,68885-115687,IBM India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,0,1,1,Contract,Director,BCA,Finance,Marketing,0,221,140,1,1,115687,0,1,0,0,0,95,Low Risk,Real
71,Financial Analyst,Noida,Engineering,92562-122897,HCL Technologies,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Temporary,Entry level,PhD,Information Technology,Design,0,275,134,1,0,122897,0,1,0,1,0,95,Low Risk,Real
72,Sales Executive,Noida,Marketing,119833-165182,Microsoft India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",1,1,1,Contract,Entry level,BCA,Information Technology,Engineering,0,275,140,1,0,165182,0,1,0,0,1,100,Low Risk,Real
73,Business Analyst,Kolkata,Marketing,74310-97966,Zomato,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",0,1,1,Temporary,Director,B.Tech,Healthcare,Finance,0,194,134,1,0,97966,0,1,0,1,0,95,Low Risk,Real
74,HR Specialist,Bengaluru,Design,,Wipro,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",0,1,0,Contract,Director,BCA,Retail,Engineering,0,164,134,1,1,0,0,0,0,0,0,95,Low Risk,Real
75,Marketing Manager,Delhi,Engineering,62610-112031,Flipkart,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",1,0,1,Temporary,Mid-Senior level,MCA,Retail,Design,0,164,134,1,0,112031,0,1,0,1,1,85,Low Risk,Real
76,Financial Analyst,Mumbai,Human Resources,30110-76812,Swiggy,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,1,1,1,Temporary,Mid-Senior level,MCA,Manufacturing,Operations,0,275,130,1,1,76812,0,1,0,1,1,90,Low Risk,Real
77,Envelope Stuffing Job – High Pay,Anywhere,Other,123018-257938,Anonymous,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",Willing to work independently. No qualifications needed.,,1,0,0,Temporary,Not Applicable,Unspecified,Other,,1,156,56,1,1,257938,1,1,1,1,1,52,Medium Risk,Fake
78,Financial Analyst,Mumbai,Finance,112067-152263,Infosys,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",0,0,0,Full-time,Mid-Senior level,MBA,Finance,Engineering,0,221,130,1,0,152263,0,1,0,0,0,90,Low Risk,Real
79,Project Manager,Chennai,Design,,Wipro,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,1,1,1,Full-time,Entry level,Bachelor's Degree,BFSI,Human Resources,0,194,134,1,2,0,0,0,0,0,1,90,Low Risk,Real
80,Unlimited Income Opportunity,Online,Sales,164518-393268,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Must have PayPal or bank account to receive payments.,Fast cash,1,0,0,Other,Not Applicable,,,Other,1,141,53,0,3,393268,1,1,3,2,1,0,High Risk,Fake
81,Marketing Manager,Gurgaon,Product,,Wipro,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Temporary,Mid-Senior level,PhD,Healthcare,Marketing,0,221,134,1,1,0,0,0,0,1,0,90,Low Risk,Real
82,HR Specialist,Kolkata,Operations,55733-71840,Infosys,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Temporary,Internship,MCA,Manufacturing,Human Resources,0,275,140,1,0,71840,0,1,0,1,0,95,Low Risk,Real
83,Marketing Manager,Gurgaon,Engineering,111993-124360,IBM India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",0,1,0,Temporary,Director,MBA,BFSI,Finance,0,194,130,1,0,124360,0,1,0,1,0,95,Low Risk,Real
84,Secret Shopper – $500/day,Anywhere,Sales,50576-199809,,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,Willing to work independently. No qualifications needed.,Fast cash,1,0,0,Part-time,Not Applicable,,Other,,1,153,56,0,2,199809,0,1,4,1,1,3,High Risk,Fake
85,Make Money Fast – Part Time,Online,,188523-463513,Anonymous,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,,Weekly payout,1,0,0,Temporary,Not Applicable,High School or equivalent,Other,,1,141,0,1,2,463513,1,1,3,1,1,31,High Risk,Fake
86,Operations Manager,Mumbai,Engineering,58873-73699,Accenture,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",0,1,1,Temporary,Internship,PhD,Manufacturing,IT,0,221,134,1,0,73699,0,1,0,1,0,95,Low Risk,Real
87,Easy Money – No Experience Needed,Online,,135643-296826,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Must have PayPal or bank account to receive payments.,,1,0,0,Other,Not Applicable,High School or equivalent,Online,,1,141,53,0,3,296826,1,1,4,2,1,0,High Risk,Fake
88,Software Engineer,Noida,Finance,99769-123935,IBM India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",0,0,1,Part-time,Internship,BCA,Finance,Operations,0,194,140,1,0,123935,0,1,0,1,0,85,Low Risk,Real
89,Marketing Manager,Noida,IT,98969-125271,IBM India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,1,Full-time,Internship,B.Tech,Manufacturing,Product,0,275,134,1,0,125271,0,1,0,0,1,100,Low Risk,Real
